Original Dataset,Operated by:,Dataset Description,PROGRAM,SITE NAME,HOURS OF OPERATION,PHONE,LOCATION,FAX,Fax 2,Phone 2,Phone 3,Phone 4,Phone 5,ADMIN,COUNTY,EMAIL,CATEGORY,Website,Additional information,Additional information - 2
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Le, Kim C., D.M.D. PC",,,"678 St
Joseph, IL 61873-0678
(40.1369583490486, -88.03711427470398)",,,,,,,"Kim C. Le, D.M.D.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Tschopp, Larry, D.D.S.",,,"1705 Woodfield Dr
Savoy, IL 61874-1007
(40.077191593918144, -88.24888539739806)",,,,,,,"Larry Tschopp, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Martin, W. Eric, D.D.S.",,,"1807 Woodfield Dr
Savoy, IL 61874-9505
(40.078486617640294, -88.24866056689069)",,,,,,,"W. Eric Martin, D.D.S.",Champaign,jsmartin99@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Massey, Karen & Michael, D.D.S.",,,"1810 Woodfield Dr
Savoy, IL 61874-9505
(40.07908916339994, -88.24851667536603)",,,,,,,"Karen & Michael Massey, D.D.S.",Champaign,masseyfamilydent@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Schwalbe Family Dentistry,,,"1807 Woodfield Dr
Savoy, IL 61874-9505
(40.078486617640294, -88.24866056689069)",,,,,,,"Thomas L. Schwalbe, D.D.S.",Champaign,schwalbefamilydentistry@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hans, Lindsey A., D.M.D.",,,"303 Burwash Dr
Savoy, IL 61874-9512
(40.073324509192105, -88.25384066177946)",,,,,,,"Lindsey A. Hans, D.M.D.",Champaign,office@smileforus.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Reich, William E., D.D.S.",,,"202 Pease
Tolono, IL 61880-0033
(39.986550333766296, -88.26326746660098)",,,,,,,"William E. Reich, D.D.S.",Champaign,Pondoboy@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Brown, William D., D.D.S.",,,"525 Vine St
Arthur, IL 61911-1125
(39.7229340676276, -88.47261208126551)",,,,,,,"William D. Brown, D.D.S.",Moultrie,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Winfield, James E., D.M.D.",,,"318 Ash St
Arthur, IL 61911-1306
(39.71434575794792, -88.47049042806785)",,,,,,,"James E. Winfield, D.M.D.",Douglas,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Martin, Scott D., D.D.S.",,,"527 Charleston
IL 61920-0527
(39.50624512461286, -88.16089741888072)",,,,,,,"Scott D. Martin, D.D.S.",Coles,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,My Charleston Dentist,,,"826 Lincoln Ave
Charleston, IL 61920-2405
(39.484321756183554, -88.17297718751148)",,,,,,,"Jordan Spencer, D.D.S.",Coles,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Blagg, Robert E., D.D.S.",,,"1063 10th St
Charleston, IL 61920-2823
(39.487297773185944, -88.17106751759603)",,,,,,,"Robert E. Blagg, D.D.S.",Coles,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Weber, M. Katherine, D.M.D.",,,"1063 10th St
Charleston, IL 61920-2885
(39.487297773185944, -88.17106751759603)",,,,,,,"M. Katherine Weber, D.M.D.",Coles,drweber@consolidated.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Charleston Family Dental,,,"903 18th St
Charleston, IL 61920-2938
(39.48926440122252, -88.16322047648744)",,,,,,,"Eric Langellier, D.M.D.",Coles,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Chladny, Wesley J., D.D.S.",,,"1607 18th St
Charleston, IL 61920-3606
(39.48307809210988, -88.16285849109306)",,,,,,,"Wesley J. Chladny, D.D.S.",Coles,office@cmiortho.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Seibert, Steven W., D.M.D., M.S.",,,"1720 18th St
Charleston, IL 61920-3606
(39.48227466722818, -88.16293930392594)",,,,,,,"Steven W. Seibert, D.M.D.",Coles,cheryl@gumdoc.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Pschirrer, J.T., D.D.S.",,,"1710 18th St
Charleston, IL 61920-3607
(39.482355790695316, -88.16293832653477)",,,,,,,"J.T. Pschirrer, D.D.S.",Coles,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Chrisman Dental Care, PC",,,"122 Madison Ave
Chrisman, IL 61924-1118
(39.8044906067029, -87.67738968336637)",,,,,,,"Darlene C. Hildebrand, D.M.D.",Edgar,dentistry2006@aim.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Mattoon Dental Group,,,"1217 Mattoon
IL 61938-1217
(39.484283327713456, -88.37874097421656)",,,,,,,"Gregory G. Yount, D.M.D.",Coles,gyount1@consolidated.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Laij, Khin W., D.D.S.",,,"1521 Wabash Ave
Mattoon, IL 61938-3938
(39.480471015276684, -88.37277317200635)",,,,,,,"Khin W. Laij, D.D.S.",Coles,drlaij@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Tomlin, Roger L., D.M.D.",,,"1521 Wabash Ave
Mattoon, IL 61938-3938
(39.480471015276684, -88.37277317200635)",,,,,,,"Roger L. Tomlin, D.M.D.",Coles,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Hastings Dental Office of Mattoon,,,"1017 Broadway Ave
Mattoon, IL 61938-4120
(39.4826370795263, -88.36590025332768)",,,,,,,"Brian L. Hastings, D.D.S.",Coles,jlhastings@consolidated.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Drs. Slusar & Hage, Ltd",,,"601 Broadway Ave
Mattoon, IL 61938-4320
(39.48263111340381, -88.36021666125802)",,,,,,,"Robert Slusar & Michael Hage, D.D.S.",Coles,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kepp, Philip B., D.D.S.",,,"601 Broadway
Mattoon, IL 61938-4320
(39.48263111340381, -88.36021666125802)",,,,,,,"Philip B. Kepp, D.D.S.",Coles,drkepper@mchsi.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Taylor, Alisa M., D.M.D.",,,"225 Richmond Ave
Mattoon, IL 61938-4651
(39.48483472114967, -88.35515153663489)",,,,,,,"Alisa M. Taylor, D.M.D.",Coles,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Cross Country Dental Center,,,"117 Holiday Dr
Mattoon, IL 61938-4668
(39.48290665151272, -88.34454365628392)",,,,,,,"Ken Myracle, D.M.D.",Coles,opnup2@consolidated.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Schnibben, Charles L., D.D.S.",,,"1502 Lakeland Blvd
Mattoon, IL 61938-5914
(39.46844139508416, -88.37645469211708)",,,,,,,"Charles L. Schnibben, D.D.S.",Coles,pebble7@consolidated.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Oral & Maxillofacial Surgeons,,,"102 Mattoon
IL 61938-9252
(39.48895600001953, -88.30827700008331)",,,,,,,"Becky S. Winnett, Business Manager",Coles,mattoon@illinoisjawdocs.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Lake Land College,,,"5001 Lakeland Blvd
Mattoon, IL 61938-9366
(39.447393818231305, -88.37849518818975)",,,,,,,"Deborah Kirts, Dental Hyg. Director",Coles,dkirts@lakeland.cc.il.us,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Sarah Bush Lincoln Dental Services,,,"391 Oakland
IL 61943-0391
(39.65243756474189, -88.02654674603548)",,,,,,,"Monica Dunn, Dental Services Supervisor",Coles,mdunn@sblhs.org,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Muster & King Orthodontics,,,"513 Main St
Paris, IL 61944-0455
(39.616531819429404, -87.69510020846018)",,,,,,,"Kevin King, D.M.D.",Edgar,kevinkingdmd@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Sprague, Robert E., D.D.S.",,,"110 Sheriff St
Paris, IL 61944-1710
(39.611212698454864, -87.69853860875259)",,,,,,,"Robert E. Sprague, D.D.S.",Edgar,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Paris Family Dental,,,"238 Wood St
Paris, IL 61944-1714
(39.612259659481225, -87.69200521809569)",,,,,,,"Blake T. Westra, D.M.D.",Edgar,drguilbeault@hotmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wright, John H., D.D.S.",,,"524 Madison St
Paris, IL 61944-2238
(39.60923646499778, -87.68595563580068)",,,,,,,"John H. Wright, D.D.S.",Edgar,drguilbeault@hotmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Staley-Henne, Jeffrey D., D.M.D.",,,"701 Main St
Paris, IL 61944-2329
(39.620769944207964, -87.69519941687841)",,,,,,,"Jeffrey D. Staley-Henne, D.M.D.",Edgar,angela@staleyhenne.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Edgar County  Dental Clinic,,,"502 Shaw Ave
Paris, IL 61944-2352
(39.60709056802582, -87.69233860112179)",,,,,,,"Lori Cline, RDH",Edgar,lcline@ecphd.org,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Graham, Jason A., D.M.D.",,,"1113 Main St
Paris, IL 61944-8300
(39.631636158638386, -87.69353690649855)",,,,,,,"Jason A. Graham, D.M.D.",Edgar,dr.jasongraham@frontier.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Sullivan Dental Clinic,,,"2 Adams St
Sullivan, IL 61951-1943
(39.59786237725089, -88.60742386648006)",,,,,,,"William D. Havlik, D.M.D.",Moultrie,havlik@one-eleven.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Illinois Masonic Home,,,"121 Sullivan
IL 61951-9467
(39.600831999797094, -88.56621999985293)",,,,,,,"Darin Wall, Administrator",Moultrie,dwall@petersonhealthcare.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Prairie Circle Dental, P.C.",,,"703 Niles Ave
Tuscola, IL 61953-1059
(39.804486570671024, -88.28275353701119)",,,,,,,"Richard D. Davidson, D.M.D.",Douglas,mkdavson@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Rotramel, George A., D.M.D.",,,"113 Pembroke St
Tuscola, IL 61953-1427
(39.800681966956795, -88.28749282961205)",,,,,,,"George A. Rotramel, D.M.D.",Douglas,georgearotramel@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Douglas County Health Department,,,"1250 US Hwy
Tuscola, IL 61953-8020
(39.791650000447305, -88.23938599956409)",,,,,,,"Amanda Minor, Administrator",Douglas,lbiehl@douglascountyhealth.org,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Jones, William J. & Phillip R., D.D.S.",,,"48 Villa Grove
IL 61956-0048
(39.85688110737726, -88.14342568694587)",,,,,,,"William J. & Phillip R. Jones, D.D.S.",Douglas,jonesdds2@mchsi.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wolter, Scott, D.M.D.",,,"1610 Washington Ave
Alton, IL 62002-3931
(38.9016338100983, -90.14944962157858)",,,,,,,"Scott Wolter, D.M.D.",Madison,toothdoc91@earthlink.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lucido, Mary E., D.M.D.",,,"2201 State St
Alton, IL 62002-4316
(38.914107406644746, -90.19487437727855)",,,,,,,"Mary E. Lucido, D.M.D.",Madison,drlucido@altondentist.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Nativi, James, D.D.S.",,,"2418 Bloomer Dr
Alton, IL 62002-4809
(38.912074938858495, -90.13826205553414)",,,,,,,"James Nativi, D.D.S.",Madison,JLBJ4@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Heintz, William C., D.M.D.",,,"2828 Homer Adams Pky
Alton, IL 62002-4855
(38.90408781161202, -90.13129632649911)",,,,,,,"William C. Heintz, D.M.D.",Madison,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Heintz, William C., D.M.D.",,,"2828 Homer Adams Pkwy
Alton, IL 62002-4855
(38.90408781161202, -90.13129632649911)",,,,,,,"William C. Heintz, D.M.D.",Madison,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Affordable Dentistry,,,"3432 College Ave
Alton, IL 62002-5006
(38.90438273073663, -90.1349500424606)",,,,,,,"Francis Madamba, D.D.S.",Madison,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,College Avenue Family Dental,,,"3430 College Ave
Alton, IL 62002-5006
(38.90438158258915, -90.13498046836868)",,,,,,,"Jamae Bechtold, Office Manager",Madison,kjulius@heartlanddentalcare.com,Dental Clinic,,,
